id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20110914-0900-PLENARY-11-en_20110914-18:12:59_10	Of course this is not a very easy process	of course this is not a very easy process;	None	fine-tune	None	None
20110914-0900-PLENARY-11-en_20110914-17:51:56_2	Unlike on some other issues, the EU Member States managed to come up with a single position on these sanctions and this should be applauded.	unlike on some other issues the eu member states managed to come up with a single position on these sanctions and this should be applauded.	28276	fine-tune	[['GPE', 33, 2]]	[['GPE', 32, 2]]
20110323-0900-PLENARY-18-en_20110323-23:12:01_8	At this moment in time, more than 150 countries are beneficiaries of the system.	at this moment in time more than one hundred and fifty countries are beneficiaries of the system.	1472	fine-tune	[['CARDINAL', 34, 3]]	[['CARDINAL', 33, 21]]
20110323-0900-PLENARY-18-en_20110323-23:12:01_10	You could even ask yourself what the use of such a system is.	you could even ask yourself what the use of such a system is.	1472	fine-tune	None	None
20110323-0900-PLENARY-18-en_20110323-23:12:01_3	As you know, before you can make a legislative proposal you need a public consultation, which takes time.	as you know before you can make a legislative proposal you need a public consultation which takes time.	1472	fine-tune	None	None
20110323-0900-PLENARY-18-en_20110323-22:59:18_5	The Commission has heard Parliament's concerns on the decision making aspects of the GSP regulation loud and clear.	the commission has heard parliament's concerns on the decision making aspects of the gsp regulation loud and clear.	1472	fine-tune	[['LAW', 85, 3], ['ORG', 25, 10]]	[['LAW', 85, 3], ['ORG', 25, 10]]
20110323-0900-PLENARY-18-en_20110323-22:59:18_12	Finally we are looking forward to further discussions with you on the future scheme of generalised preferences further to the proposal for a new regulation which will come your way in May. I stand ready to discuss the main elements of the proposal at the earliest opportunity after it is adopted by the Commission.	finally we are looking forward to further discussions with you on the future scheme of generalised preferences further to the proposal for a new regulation which will come your way in may. i stand ready to discuss the main elements of the proposal at the earliest opportunity after it is adopted by the commission.	1472	fine-tune	[['DATE', 184, 4]]	[['DATE', 184, 3]]
20110323-0900-PLENARY-18-en_20110323-22:59:18_7	For this reason, the Commission is committed to discussing in a constructive spirit Parliament's concern as expressed over the last few weeks.	for this reason the commission is committed to discussing in a constructive spirit parliament's concern as expressed over the last few weeks.	1472	fine-tune	[['DATE', 123, 18], ['ORG', 84, 10]]	[['DATE', 122, 18], ['ORG', 83, 10]]
20110323-0900-PLENARY-18-en_20110323-22:59:18_4	It also reinforces the EU's role and commitment to the objectives of EU development policy.	it also reinforces the eu's role and commitment to the objectives of eu development policy.	1472	fine-tune	[['GPE', 69, 2], ['GPE', 23, 2]]	[['GPE', 69, 2], ['GPE', 23, 2]]
20110323-0900-PLENARY-18-en_20110323-22:59:18_2	the period necessary to adjust to the entry into force of the Lisbon Treaty and to submit a new regulation on the future EU GSP scheme.	the period necessary to adjust to the entry into force of the lisbon treaty and to submit a new regulation on the future eu gsp scheme.	1472	fine-tune	[['GPE', 121, 2], ['LAW', 62, 13]]	[['GPE', 121, 2], ['LAW', 62, 13]]
20140403-0900-PLENARY-9-en_20140403-13:16:20_1	Whether one looks to the fight against terrorism, counteracting cyber warfare or reacting to emerging security and humanitarian crises globally, all of these are areas where the single Member State today cannot always act effectively unilaterally.	whether one looks to the fight against terrorism counteracting cyber warfare or reacting to emerging security and humanitarian crises globally all of these are areas where the single member state today cannot always act effectively unilaterally.	4521	fine-tune	None	None
20140403-0900-PLENARY-9-en_20140403-13:16:20_3	Those who argue that this is a threat to national sovereignty in my country ignore the reality that this actually is by consensus and unanimity.	those who argue that this is a threat to national sovereignty in my country ignore the reality that this actually is by consensus and unanimity.	4521	fine-tune	None	None
20131212-0900-PLENARY-4-en_20131212-11:31:52_12	If there were sanctions, it might make people think a little bit more. Certainly, this is an area which has to be a priority for us in the next legislature.	if there were sanctions it might make people think a little bit more. certainly this is an area which has to be a priority for us in the next legislature.	96668	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_8	You call for covering the status of public prosecutors and their autonomy.	you call for covering the status of public prosecutors and their autonomy.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_6	The 2018 Scoreboard expanded the coverage of money laundering and now shows, for nearly all countries, the length of court proceedings in money laundering cases.	the two thousand and eighteen scoreboard expanded the coverage of money laundering and now shows for nearly all countries the length of court proceedings in money laundering cases.	None	fine-tune	[['DATE', 4, 4]]	[['DATE', 4, 25]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_2	The 2018 Justice Scoreboard was adopted by the Commission today.	the two thousand and eighteen justice scoreboard was adopted by the commission today.	None	fine-tune	[['DATE', 58, 5]]	[['DATE', 79, 5]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_4	It is important to remember that the Scoreboard is a tool which is being continuously improved, and your recommendations will be considered for the future as well.	it is important to remember that the scoreboard is a tool which is being continuously improved and your recommendations will be considered for the future as well.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_12	We have developed a measurement of perceived judicial independence among companies and the general public.	we have developed a measurement of perceived judicial independence among companies and the general public.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_14	These are indicators on how the needs of specific groups of users of justice systems for example, children, visually impaired people, non—native speakers are being taken into account in the provision of public information on the justice system, in the training of judges and in surveys of court users.	these are indicators on how the needs of specific groups of users of justice systems for example children visually impaired people nonnative speakers are being taken into account in the provision of public information on the justice system in the training of judges and in surveys of court users.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_18	When considering any new area of coverage, it is important to keep in mind the objective of the Scoreboard and the ability to collect reliable data from all Member States, based on a simple and clear indicator in line with European standards.	when considering any new area of coverage it is important to keep in mind the objective of the scoreboard and the ability to collect reliable data from all member states based on a simple and clear indicator in line with european standards.	None	fine-tune	[['NORP', 223, 8]]	[['NORP', 221, 8]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_10	The EU Justice Scoreboard feeds into the European Semester country analysis in this respect.	the eu justice scoreboard feeds into the european semester country analysis in this respect.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_16	Having said all this, it is important to recall that one of the key challenges for the development of information tools like the EU Justice Scoreboard is the collection of data.	having said all this it is important to recall that one of the key challenges for the development of information tools like the eu justice scoreboard is the collection of data.	None	fine-tune	[['GPE', 129, 2], ['CARDINAL', 53, 3]]	[['GPE', 128, 2], ['CARDINAL', 52, 3]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_11	With regard to judicial independence, we are assessing the effectiveness of the national legal frameworks and safeguards in close cooperation with the judicial networks.	with regard to judicial independence we are assessing the effectiveness of the national legal frameworks and safeguards in close cooperation with the judicial networks.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_17	We would like to thank Parliament for having called on Member States to cooperate with the Commission.	we would like to thank parliament for having called on member states to cooperate with the commission.	None	fine-tune	[['ORG', 23, 10]]	[['ORG', 23, 10]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_20	I am convinced that with your support the EU Justice Scoreboard will continue to evolve in order to further help the Member States improve the independence, quality and efficiency of their justice systems, which is crucial for upholding the rule of law.	i am convinced that with your support the eu justice scoreboard will continue to evolve in order to further help the member states improve the independence quality and efficiency of their justice systems which is crucial for upholding the rule of law.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_3	I am glad that your report takes into account many of its elements.	i am glad that your report takes into account many of its elements.	None	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:13:15_1	We share the same commitment and interest to strengthen the independence and effectiveness of judicial systems in our Member States. These are essential for economic development, social peace and a secure Europe.	we share the same commitment and interest to strengthen the independence and effectiveness of judicial systems in our member states. these are essential for economic development social peace and a secure europe.	None	fine-tune	[['LOC', 205, 6]]	[['LOC', 204, 6]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_7	It shows that, while in about half of Member States the first instance court proceedings take up to a year on average, these proceedings take around two years on average in several Member States.	it shows that while in about half of member states the first instance court proceedings take up to a year on average these proceedings take around two years on average in several member states.	None	fine-tune	[['DATE', 142, 16], ['DATE', 94, 12], ['ORDINAL', 56, 5], ['CARDINAL', 30, 4]]	[['DATE', 140, 16], ['DATE', 93, 12], ['ORDINAL', 55, 5], ['CARDINAL', 29, 4]]
20180528-0900-PLENARY-27-en_20180528-23:13:15_9	I am pleased to say that the 2018 Scoreboard shows for the first time an overview of how prosecution services are organised in Member States.	i am pleased to say that the two thousand and eighteen scoreboard shows for the first time an overview of how prosecution services are organised in member states.	None	fine-tune	[['ORDINAL', 59, 5], ['DATE', 29, 4]]	[['ORDINAL', 80, 5], ['DATE', 29, 25]]
20180528-0900-PLENARY-27-en_20180528-23:10:14_1	This report asks the Commission to add collective redress procedures to next year's comparative exercise because it is a major legal tool in strengthening consumer, environmental and health protection in the European Union.	this report asks the commission to add collective redress procedures to next year's comparative exercise because it is a major legal tool in strengthening consumer environmental and health protection in the european union.	2054	fine-tune	[['GPE', 208, 14], ['DATE', 72, 9]]	[['GPE', 207, 14], ['DATE', 72, 9]]
20180528-0900-PLENARY-27-en_20180528-23:10:14_2	I am very happy to see that the Commission shares this view as it published a legislative proposal on this matter while we were working on this report.	i am very happy to see that the commission shares this view as it published a legislative proposal on this matter while we were working on this report.	2054	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:10:14_3	The legislative proposal by the Commission on collective redress does not, however, make the call in this report redundant.	the legislative proposal by the commission on collective redress does not however make the call in this report redundant.	2054	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:10:14_4	On the contrary collective redress could provide efficient dispute resolution and the means to eliminate unreasonable barriers to access to justice in cross—border cases.	on the contrary collective redress could provide efficient dispute resolution and the means to eliminate unreasonable barriers to access to justice in crossborder cases.	2054	fine-tune	None	None
20180528-0900-PLENARY-27-en_20180528-23:10:14_5	The Commission should also examine how the collective redress could be used in cases where companies or other organisations have committed or contributed to human rights violations in third countries outside European borders. Often, due to legal technicalities or underdeveloped legislation, there may be no effective ways for access to justice and remedy at all.	the commission should also examine how the collective redress could be used in cases where companies or other organisations have committed or contributed to human rights violations in third countries outside european borders. often due to legal technicalities or underdeveloped legislation there may be no effective ways for access to justice and remedy at all.	2054	fine-tune	[['NORP', 208, 8]]	[['NORP', 208, 8]]
20150209-0900-PLENARY-9-en_20150209-18:13:13_9	This is a Commission decision.	this is a commission decision.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-18:13:13_1	It has to be said that the issue of the enforcement of IPR is only a part of the broader action of the Commission on the modernisation of the IPR framework at EU level.	it has to be said that the issue of the enforcement of ipr is only a part of the broader action of the commission on the modernisation of the ipr framework at eu level.	None	fine-tune	[['GPE', 159, 2]]	[['GPE', 159, 2]]
20150209-0900-PLENARY-9-en_20150209-17:38:25_13	Finally, I would like to know if the purpose of this expert group is about to go in the same direction as that of the OHIM Observatory, whose work programme for this year expressly includes the public domain and open licensing.	finally i would like to know if the purpose of this expert group is about to go in the same direction as that of the ohim observatory whose work programme for this year expressly includes the public domain and open licensing.	124816	fine-tune	[['DATE', 161, 9], ['ORG', 118, 16]]	[['DATE', 159, 9], ['ORG', 117, 16]]
20150209-0900-PLENARY-9-en_20150209-17:38:25_1	He announced he would have the list of members of this expert group published along with all relevant documents, including agendas and minutes of each meeting'.	he announced he would have the list of members of this expert group published along with all relevant documents including agendas and minutes of each meeting'.	124816	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:38:25_9	The burden of proof is on the Commission to show that this expert group will go beyond the OHIM Observatory and its rather extensive mandate. If such an added benefit exists, it would rather call for the readjustment of the EU Observatory mandate.	the burden of proof is on the commission to show that this expert group will go beyond the ohim observatory and its rather extensive mandate. if such an added benefit exists it would rather call for the readjustment of the eu observatory mandate.	124816	fine-tune	[['ORG', 224, 14], ['ORG', 91, 16]]	[['ORG', 223, 14], ['ORG', 91, 16]]
20150209-0900-PLENARY-9-en_20150209-17:38:25_4	Meeting documents of this first meeting also remain unpublished.	meeting documents of this first meeting also remain unpublished.	124816	fine-tune	[['ORDINAL', 26, 5]]	[['ORDINAL', 26, 5]]
20150209-0900-PLENARY-9-en_20150209-17:38:25_8	The Commission should also comment on such a possible overlap and the apparent disconnect of this expert group from its predecessors also set up by the Commission in previous years.	the commission should also comment on such a possible overlap and the apparent disconnect of this expert group from its predecessors also set up by the commission in previous years.	124816	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:38:25_10		so far no observer status has been given to members of this parliament but there are no procedural reasons not to as article fifty three of the commission decision on setting up these expert groups allows the chair to assign observer status to every entity listed in rule eight of the horizontal rules for commission expert groups.	124816	fine-tune	[]	[['LAW', 267, 63], ['LAW', 117, 19]]
20150209-0900-PLENARY-9-en_20150209-17:38:25_14	It is very important when developing measures for intellectual property enforcement to analyse how they affect creative works in the public domain or under a free licence model.	it is very important when developing measures for intellectual property enforcement to analyse how they affect creative works in the public domain or under a free licence model.	124816	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:21:14_6	That is why we would like to ask the Commissioner to confirm that there will be no duplication of tasks between the observatory and the group of experts which the Commission would like to establish, according to the action plan on the enforcement of intellectual property rights, and that	that is why we would like to ask the commissioner to confirm that there will be no duplication of tasks between the observatory and the group of experts which the commission would like to establish according to the action plan on the enforcement of intellectual property rights and that	96272	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:21:14_4	that, given the importance of intellectual property rights for the future growth of the European Union, we should use all our instruments in the most effective way in order to get the best information available.	that given the importance of intellectual property rights for the future growth of the european union we should use all our instruments in the most effective way in order to get the best information available.	96272	fine-tune	[['GPE', 88, 14]]	[['GPE', 87, 14]]
20150209-0900-PLENARY-9-en_20150209-17:21:14_3	I think that the Commission is of the same view, and I would like to thank the Commission for its quick reaction when providing us with its understanding of the issues raised in our question. While drafting this question, we have been motivated by the fact	i think that the commission is of the same view and i would like to thank the commission for its quick reaction when providing us with its understanding of the issues raised in our question. while drafting this question we have been motivated by the fact	96272	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:48:12_0	I was really interested in your speech.	i was really interested in your speech.	124951	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:48:12_2	Would you agree that that is the main strength of this place?	would you agree that that is the main strength of this place?	124951	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_1	experts on the enforcement of intellectual property rights.	experts on the enforcement of intellectual property rights.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_6	Let me turn to the specifics of your question.	let me turn to the specifics of your question.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_7	First you asked about the tasks of the group and how they add value to the work of the Observatory.	first you asked about the tasks of the group and how they add value to the work of the observatory.	None	fine-tune	[['ORG', 87, 11], ['ORDINAL', 0, 5]]	[['ORG', 87, 11], ['ORDINAL', 0, 5]]
20150209-0900-PLENARY-9-en_20150209-17:23:42_8	Second, you asked about the financial implications and whether there will be duplication.	second you asked about the financial implications and whether there will be duplication.	None	fine-tune	[['ORDINAL', 0, 6]]	[['ORDINAL', 0, 6]]
20150209-0900-PLENARY-9-en_20150209-17:23:42_10	Its members are the national authorities responsible for national IP policies, and it is to exchange experience and good practice.	its members are the national authorities responsible for national ip policies and it is to exchange experience and good practice.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_11	It will not gather data or conduct studies itself.	it will not gather data or conduct studies itself.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_13	This is completely different, as we see it, from the role of the Observatory.	this is completely different as we see it from the role of the observatory.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_14	The Observatory is there to facilitate and support the practical enforcement work.	the observatory is there to facilitate and support the practical enforcement work.	None	fine-tune	[['ORG', 4, 11]]	[['ORG', 4, 11]]
20150209-0900-PLENARY-9-en_20150209-17:23:42_15	That includes improving understanding and raising awareness of the impact of IPR infringements, providing training, promoting enforcement tools and technology, and helping national enforcement authorities to work together.	that includes improving understanding and raising awareness of the impact of ipr infringements providing training promoting enforcement tools and technology and helping national enforcement authorities to work together.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_16	The Observatory supports national authorities, the private sector and EU institutions.	the observatory supports national authorities the private sector and eu institutions.	None	fine-tune	[['GPE', 70, 2]]	[['GPE', 69, 2]]
20150209-0900-PLENARY-9-en_20150209-17:23:42_17	Part of this is data collection	part of this is data collection;	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_18	the data collected and reported by the Observatory supports the work of the Commission and the Member States.	the data collected and reported by the observatory supports the work of the commission and the member states.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_19	So the expert group focuses just to repeat on policy, best practices and monitoring, and the Observatory focuses on the day to day enforcement and the collection of data.	so the expert group focuses just to repeat on policy best practices and monitoring and the observatory focuses on the day to day enforcement and the collection of data.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_20	They do not duplicate.	they do not duplicate.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_21	On the contrary, they are complementary. So the group will not result in unnecessary expenditure.	on the contrary they are complementary. so the group will not result in unnecessary expenditure.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_22	Third, you wanted confirmation that you could send experts to an expert group meeting, and the answer is yes, absolutely you can you will be very welcome.	third you wanted confirmation that you could send experts to an expert group meeting and the answer is yes absolutely you can you will be very welcome.	None	fine-tune	[['ORDINAL', 0, 5]]	[['ORDINAL', 0, 5]]
20150209-0900-PLENARY-9-en_20150209-17:23:42_24	We have to work together on IPR enforcement.	we have to work together on ipr enforcement.	None	fine-tune	None	None
20150209-0900-PLENARY-9-en_20150209-17:23:42_25	It would be really helpful if you would follow the group actively.	it would be really helpful if you would follow the group actively.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:46:09_21	Those who are in this business say that it is a constituent. So how can we change something which, in the nature of things, indicates that pollen is a constituent?	those who are in this business say that it is a constituent. so how can we change something which in the nature of things indicates that pollen is a constituent?	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:46:09_16	The error which I think some have committed with due respect is that first they decide which kind of labelling and which kind of	the error which i think some have committed with due respect is that first they decide which kind of labelling and which kind of.	None	fine-tune	[['ORDINAL', 69, 5]]	[['ORDINAL', 69, 5]]
20140114-0900-PLENARY-12-en_20140114-19:46:09_29	So, GM pollen needs to be authorised before this amendment of the directive, and after the amendment.	so gm pollen needs to be authorised before this amendment of the directive and after the amendment.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:46:09_23	First of all, the Court of Justice observed that there is no provision in the law which says whether pollen is an ingredient or a constituent.	first of all the court of justice observed that there is no provision in the law which says whether pollen is an ingredient or a constituent.	None	fine-tune	[['ORG', 18, 16], ['ORDINAL', 0, 5]]	[['ORG', 17, 16], ['ORDINAL', 0, 5]]
20140114-0900-PLENARY-12-en_20140114-19:46:09_25	but it took this positivist approach that there is nothing in the law because, had there been an indication a definition of pollen in the law as we are determining now, it would have decided otherwise.	but it took this positivist approach that there is nothing in the law because had there been an indication a definition of pollen in the law as we are determining now it would have decided otherwise.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:46:09_13	If we consider pollen to be an ingredient, then the	if we consider pollen to be an ingredient then the.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:52:34_9	It does not guarantee it, and indeed there is no legal instrument for guaranteeing that at all.	it does not guarantee it and indeed there is no legal instrument for guaranteeing that at all.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:52:34_4	Many Members here seem to have either forgotten or maybe to be deliberately ignoring the fact that, as the Commissioner said, all foodstuffs have a GMO adventitious threshold of	many members here seem to have either forgotten or maybe to be deliberately ignoring the fact that as the commissioner said all foodstuffs have a gmo adventitious threshold of.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_4	determine the status of pollen as a constituent in honey.	determine the status of pollen as a constituent in honey.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_22	GM pollen in honey has to be authorised under our regulation applying to GM food and feed before it can be placed on the market.	gm pollen in honey has to be authorised under our regulation applying to gm food and feed before it can be placed on the market.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_13	Pollen is present in honey independently of the action of the beekeeper, who has no control whatsoever over the presence of pollen in the final product.	pollen is present in honey independently of the action of the beekeeper who has no control whatsoever over the presence of pollen in the final product.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_15	It is not an ingredient.	it is not an ingredient.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_1	I would like to congratulate her on the eloquent way in which she laid out the reasons why honey has pollen as a constituent	i would like to congratulate her on the eloquent way in which she laid out the reasons why honey has pollen as a constituent	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:36:39_25	let me say a few words on the comitology alignment and stress that the Commission proposes delegated acts to amend only those parts of the annexes which do not contain essential elements.	let me say a few words on the comitology alignment and stress that the commission proposes delegated acts to amend only those parts of the annexes which do not contain essential elements.	None	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_9	To have a list reading Ingredients honey, pollen' would obviously not be providing any additional information to the consumer and would only create an unnecessary labelling burden.	to have a list reading ingredients honey pollen' would obviously not be providing any additional information to the consumer and would only create an unnecessary labelling burden.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_7	Products with ingredients need to have them listed on a label.	products with ingredients need to have them listed on a label.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_3	It is technically impossible to produce honey free from pollen.	it is technically impossible to produce honey free from pollen.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_5	Honey is considered by producers and consumers alike to be the ultimate natural product, made entirely by bees and free from human interference. This includes the various constituents particular to honey, such as pollen. To define pollen as an ingredient would cause reputational damage to honey by implying that its production is not a wholly natural process.	honey is considered by producers and consumers alike to be the ultimate natural product made entirely by bees and free from human interference. this includes the various constituents particular to honey such as pollen. to define pollen as an ingredient would cause reputational damage to honey by implying that its production is not a wholly natural process.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_23	They will argue that they are doing this in the interest of consumers and to increase transparency about the GM content of food.	they will argue that they are doing this in the interest of consumers and to increase transparency about the gm content of food.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_25	Lying to consumers by stating that pollen is an ingredient is not a good start.	lying to consumers by stating that pollen is an ingredient is not a good start.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_14	This is because, according to the GM regulation, only GM content above	this is because according to the gm regulation only gm content above.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_12	Of course, as an active MEP I have not let this proposal go unchallenged. It is Parliament's job to investigate all aspects and come up with alternatives, but in this case I have concluded that there is only one answer pollen is not an ingredient' of honey.	of course as an active mep i have not let this proposal go unchallenged. it is parliament's job to investigate all aspects and come up with alternatives but in this case i have concluded that there is only one answer pollen is not an ingredient' of honey.	96956	fine-tune	[['ORG', 80, 10]]	[['ORG', 79, 10]]
20140114-0900-PLENARY-12-en_20140114-18:31:59_30	There has been a lot of scaremongering surrounding this proposal, much of it designed to create uncertainty in the sector. If the Commission proposal is not adopted, there will be negative consequences for the sector, as all honey producers will be required to test their honey to check the GM content, and some will be required to label if GM pollen is found to be present.	there has been a lot of scaremongering surrounding this proposal much of it designed to create uncertainty in the sector. if the commission proposal is not adopted there will be negative consequences for the sector as all honey producers will be required to test their honey to check the gm content and some will be required to label if gm pollen is found to be present.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_34	To conclude, I ask you this do we really want to base legislation on a false premise and then subsequently force small scale beekeepers out of business? Or do we want to put an end to years of legal uncertainty in the sector and finally allow our beekeepers to get back to what they do best providing us with quality European honey?	to conclude i ask you this do we really want to base legislation on a false premise and then subsequently force small scale beekeepers out of business? or do we want to put an end to years of legal uncertainty in the sector and finally allow our beekeepers to get back to what they do best providing us with quality european honey?	96956	fine-tune	[['NORP', 317, 8], ['DATE', 184, 5]]	[['NORP', 316, 8], ['DATE', 183, 5]]
20140114-0900-PLENARY-12-en_20140114-18:31:59_10	For the reasons I have mentioned, the Commission felt it necessary to come forward with a proposal clarifying the definition of pollen as a constituent'. I have supported this position from the beginning, as have most of the Member State governments.	for the reasons i have mentioned the commission felt it necessary to come forward with a proposal clarifying the definition of pollen as a constituent'. i have supported this position from the beginning as have most of the member state governments.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_29	To make an exception of honey by requiring GM content below the threshold to be labelled will only serve to confuse consumers about labelling laws.	to make an exception of honey by requiring gm content below the threshold to be labelled will only serve to confuse consumers about labelling laws.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_18	If pollen is to be considered an ingredient', then the	if pollen is to be considered an ingredient' then the.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_27	Either	either	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_26	If GM pollen is labelled, consumers will be receiving inconsistent information about GM content when compared with other foods.	if gm pollen is labelled consumers will be receiving inconsistent information about gm content when compared with other foods.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_11	I do not do this blindly.	i do not do this blindly.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_33	This may not seem much if you are making a large batch, but for many small producers the cost could be very crippling.	this may not seem much if you are making a large batch but for many small producers the cost could be very crippling.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_13	Of course, the ingredient constituent argument has arisen due to the labelling implications of each option. If pollen continues to be considered a constituent', any GM pollen present would not need to be labelled.	of course the ingredient constituent argument has arisen due to the labelling implications of each option. if pollen continues to be considered a constituent' any gm pollen present would not need to be labelled.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_31	Small producers will be hit hardest by the testing requirements.	small producers will be hit hardest by the testing requirements.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_22	There are some in this Chamber who are actively promoting this latter option even though it is based on a false premise, because it would lead to some honey being labelled as food produced from GMOs. By doing this, I think they believe they will score a small victory in the fight against GMOs, but they would in the process be using honey producers as collateral damage.	there are some in this chamber who are actively promoting this latter option even though it is based on a false premise because it would lead to some honey being labelled as food produced from gmos. by doing this i think they believe they will score a small victory in the fight against gmos but they would in the process be using honey producers as collateral damage.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_24	If they succeed, I think they will be doing the exact opposite.	if they succeed i think they will be doing the exact opposite.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_6	This is a dangerous road to start on.	this is a dangerous road to start on.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-18:31:59_8	If pollen were to be defined as an ingredient, honey would need to display a list of ingredients.	if pollen were to be defined as an ingredient honey would need to display a list of ingredients.	96956	fine-tune	None	None
20140114-0900-PLENARY-12-en_20140114-19:07:30_7	The EU has to consume more honey than anywhere else in the world. Honey producers must be able to capitalise on the markets right on their doorstep and should not be hindered or left unresolved by the fight over semantics between the EU institutions.	the eu has to consume more honey than anywhere else in the world. honey producers must be able to capitalise on the markets right on their doorstep and should not be hindered or left unresolved by the fight over semantics between the eu institutions.	1318	fine-tune	[['GPE', 234, 2], ['GPE', 4, 2]]	[['GPE', 234, 2], ['GPE', 4, 2]]
